"","id","clicks","cond","week"
"2166",348207,27,"B",1
"2167",465256,64,"A",1
"2168",953766,21,"B",1
"2170",471784,22,"B",1
"2171",699625,34,"A",1
"2174",506237,6,"B",1
"2176",309763,1,"B",1
"2177",254442,24,"A",1
"2180",272878,3,"B",1
"2185",516035,14,"A",1
"2187",138031,23,"A",1
"2190",342973,2,"B",1
"2192",400694,18,"B",1
"2193",862888,20,"A",1
"2194",980941,56,"B",1
"2196",267737,54,"B",1
"2199",810951,22,"A",1
"2202",752304,2,"B",1
"2205",948281,8,"A",1
"2206",531773,1,"B",1
"2210",553773,10,"B",1
"2211",738728,30,"A",1
"2218",128449,6,"B",1
"2220",755942,7,"B",1
"2225",206527,18,"A",1
"2226",681140,11,"B",1
"2227",161102,3,"A",1
"2228",579824,23,"B",1
"2230",775402,61,"B",1
"2232",134593,29,"B",1
"2233",320712,48,"A",1
"2236",233096,5,"B",1
"2238",535112,11,"B",1
"2240",343984,10,"B",1
"2244",136370,31,"B",1
"2245",734474,9,"A",1
"2246",520172,13,"B",1
"2250",381334,69,"B",1
"2256",494047,19,"B",1
"2257",909103,12,"A",1
"2259",491594,20,"A",1
"2260",840524,40,"B",1
"2262",493936,59,"B",1
"2265",377466,30,"A",1
"2267",460230,36,"A",1
"2269",512575,40,"A",1
"2270",986042,18,"B",1
"2275",680012,27,"A",1
"2278",477404,29,"B",1
"2280",214356,24,"B",1
"2281",831120,13,"A",1
"2286",336786,3,"B",1
"2287",826450,19,"A",1
"2290",563059,26,"B",1
"2292",613864,12,"B",1
"2293",779980,33,"A",1
"2294",461701,22,"B",1
"2297",203974,40,"A",1
"2301",858670,26,"A",1
"2303",898591,2,"A",1
"2306",859413,13,"B",1
"2307",230407,22,"A",1
"2309",919041,49,"A",1
"2315",383840,11,"A",1
"2317",392927,20,"A",1
"2319",568190,7,"A",1
"2320",577874,11,"B",1
"2321",803989,2,"A",1
"2322",128889,18,"B",1
"2324",617306,26,"B",1
"2326",995502,1,"B",1
"2328",769858,5,"B",1
"2335",423750,2,"A",1
"2336",387058,1,"B",1
"2337",648815,26,"A",1
"2340",749030,19,"B",1
"2341",755836,28,"A",1
"2343",572530,52,"A",1
"2345",429157,19,"A",1
"2346",137357,47,"B",1
"2347",215146,20,"A",1
"2350",681308,36,"B",1
"2351",709828,13,"A",1
"2353",129050,3,"A",1
"2354",441902,4,"B",1
"2355",758569,29,"A",1
"2360",851329,26,"B",1
"2362",432646,52,"B",1
"2365",954460,84,"A",1
"2366",819100,2,"B",1
"2367",540620,7,"A",1
"2368",212799,34,"B",1
"2369",267580,34,"A",1
"2370",250219,19,"B",1
"2378",913737,37,"B",1
"2382",123115,11,"B",1
"2383",937094,7,"A",1
"2384",968748,10,"B",1
"2387",767202,19,"A",1
"2389",685142,4,"A",1
"2391",651844,3,"A",1
"2392",128681,11,"B",1
"2393",794233,9,"A",1
"2394",963197,25,"B",1
"2395",337525,37,"A",1
"2396",883463,14,"B",1
"2397",411324,30,"A",1
"2398",188331,20,"B",1
"2401",600818,7,"A",1
"2405",989446,3,"A",1
"2406",949615,9,"B",1
"2407",911747,18,"A",1
"2410",175423,3,"B",1
"2411",126760,8,"A",1
"2413",590364,3,"A",1
"2414",289827,5,"B",1
"2420",937093,16,"B",1
"2421",572092,9,"A",1
"2423",799062,50,"A",1
"2426",498233,13,"B",1
"2428",469923,33,"B",1
"2432",333342,19,"B",1
"2434",230877,3,"B",1
"2438",209048,12,"B",1
"2439",719531,33,"A",1
"2442",367738,14,"B",1
"2443",209808,39,"A",1
"2448",692328,8,"B",1
"2449",604261,19,"A",1
"2450",652103,52,"B",1
"2451",458770,21,"A",1
"2454",500381,34,"B",1
"2455",908061,42,"A",1
"2457",153861,19,"A",1
"2458",457139,16,"B",1
"2460",509203,13,"B",1
"2461",422921,44,"A",1
"2469",538579,38,"A",1
"2470",662496,24,"B",1
"2471",647194,43,"A",1
"2473",668655,47,"A",1
"2475",737097,13,"A",1
"2476",180342,15,"B",1
"2478",309010,3,"B",1
"2479",655181,35,"A",1
"2481",702711,32,"A",1
"2487",473442,27,"A",1
"2490",411653,48,"B",1
"2491",389420,9,"A",1
"2492",172570,13,"B",1
"2493",413826,38,"A",1
"2496",233917,12,"B",1
"2498",552946,5,"B",1
"2499",146810,48,"A",1
"2500",899152,35,"B",1
"2502",414711,31,"B",1
"2504",531902,25,"B",1
"2506",504057,18,"B",1
"2510",888746,32,"B",1
"2512",756625,4,"B",1
"2513",309849,30,"A",1
"2515",401170,29,"A",1
"2516",133871,32,"B",1
"2520",381546,9,"B",1
"2521",365412,3,"A",1
"2522",587737,27,"B",1
"2524",762290,11,"B",1
"2525",281119,18,"A",1
"2527",156340,14,"A",1
"2528",494107,15,"B",1
"2530",364141,6,"B",1
"2533",960857,43,"A",1
"2538",482693,29,"B",1
"2539",386574,5,"A",1
"2543",381694,6,"A",1
"2544",322614,13,"B",1
"2545",365277,22,"A",1
"2547",375159,24,"A",1
"2550",452043,65,"B",1
"2551",354013,22,"A",1
"2553",492120,5,"A",1
"2554",778997,32,"B",1
"2555",206720,24,"A",1
"2559",641555,16,"A",1
"2565",802257,43,"A",1
"2566",143897,47,"B",1
"2568",252550,7,"B",1
"2569",587827,55,"A",1
"2570",376836,4,"B",1
"2571",790316,2,"A",1
"2572",643082,10,"B",1
"2573",604963,32,"A",1
"2575",829471,18,"A",1
"2576",136744,3,"B",1
"2578",714922,8,"B",1
"2580",480255,3,"B",1
"2582",901412,44,"B",1
"2589",835302,4,"A",1
"2590",311490,2,"B",1
"2591",746796,49,"A",1
"2592",317652,43,"B",1
"2593",376720,23,"A",1
"2594",873537,12,"B",1
"2595",793080,18,"A",1
"2596",411955,23,"B",1
"2597",170309,20,"A",1
"2599",178123,10,"A",1
"2601",266996,27,"A",1
"2602",363552,24,"B",1
"2608",351704,4,"B",1
"2610",963978,23,"B",1
"2611",821677,21,"A",1
"2613",427402,44,"A",1
"2616",544779,24,"B",1
"2618",488587,54,"B",1
"2619",749007,5,"A",1
"2620",144542,12,"B",1
"2625",582040,43,"A",1
"2628",816217,10,"B",1
"2629",251138,18,"A",1
"2635",706448,14,"A",1
"2636",820472,4,"B",1
"2637",811454,27,"A",1
"2639",449292,9,"A",1
"2641",671776,4,"A",1
"2642",759754,31,"B",1
"2643",485042,11,"A",1
"2647",451131,50,"A",1
"2649",279130,6,"A",1
"2651",643917,35,"A",1
"2652",893320,30,"B",1
"2653",631531,6,"A",1
"2655",783489,35,"A",1
"2658",764604,27,"B",1
"2659",974580,26,"A",1
"2664",948402,17,"B",1
"2665",252228,1,"A",1
"2666",539607,35,"B",1
"2670",708303,11,"B",1
"2671",394231,9,"A",1
"2676",896271,23,"B",1
"2677",275549,41,"A",1
"2678",844011,23,"B",1
"2680",960765,16,"B",1
"2681",150879,25,"A",1
"2688",518973,19,"B",1
"2690",854272,19,"B",1
"2691",391475,9,"A",1
"2693",617559,29,"A",1
"2697",950851,52,"A",1
"2699",688368,11,"A",1
"2701",328146,15,"A",1
"2702",167359,23,"B",1
"2704",560692,5,"B",1
"2708",718574,4,"B",1
"2709",990225,34,"A",1
"2712",339423,7,"B",1
"2713",870102,1,"A",1
"2714",443733,27,"B",1
"2718",545509,4,"B",1
"2719",952875,5,"A",1
"2720",757990,16,"B",1
"2724",250864,5,"B",1
"2725",857991,29,"A",1
"2726",869032,19,"B",1
"2728",884729,27,"B",1
"2730",161729,17,"B",1
"2732",834341,14,"B",1
"2734",955987,25,"B",1
"2737",880078,21,"A",1
"2738",688595,20,"B",1
"2742",282769,28,"B",1
"2743",817982,37,"A",1
"2745",834790,17,"A",1
"2748",510021,9,"B",1
"2752",392967,9,"B",1
"2753",337254,12,"A",1
"2756",678375,16,"B",1
"2760",864192,3,"B",1
"2762",471518,45,"B",1
"2770",456547,57,"B",1
"2771",933943,32,"A",1
"2775",806364,54,"A",1
"2777",858619,24,"A",1
"2779",700764,30,"A",1
"2781",317297,3,"A",1
"2782",128568,22,"B",1
"2785",648095,1,"A",1
"2789",295397,8,"A",1
"2790",748786,15,"B",1
"2791",498092,39,"A",1
"2792",137015,7,"B",1
"2795",709449,19,"A",1
"2796",146976,45,"B",1
"2797",772084,34,"A",1
"2798",161333,7,"B",1
"2801",417973,27,"A",1
"2802",714722,23,"B",1
"2803",247386,16,"A",1
"2804",450724,11,"B",1
"2809",374511,1,"A",1
"2810",955564,18,"B",1
"2811",970294,15,"A",1
"2813",941116,12,"A",1
"2814",310384,14,"B",1
"2815",896387,40,"A",1
"2821",819156,39,"A",1
"2822",767241,28,"B",1
"2825",796154,12,"A",1
"2829",204990,19,"A",1
"2830",160607,5,"B",1
"2831",177296,29,"A",1
"2834",962405,13,"B",1
"2836",672535,15,"B",1
"2841",398337,26,"A",1
"2843",346016,5,"A",1
"2844",574707,6,"B",1
"2845",354692,29,"A",1
"2847",678759,44,"A",1
"2849",533425,9,"A",1
"2851",965861,20,"A",1
"2852",683280,22,"B",1
"2854",370135,8,"B",1
"2858",412920,26,"B",1
"2860",502734,9,"B",1
"2861",217133,15,"A",1
"2862",881124,8,"B",1
"2863",134201,12,"A",1
"2867",434738,16,"A",1
"2872",262694,21,"B",1
"2873",909782,18,"A",1
"2874",609906,3,"B",1
"2876",919682,11,"B",1
"2877",730336,8,"A",1
"2878",323230,31,"B",1
"2881",389505,30,"A",1
"2885",763306,14,"A",1
"2888",427785,1,"B",1
"2889",971770,25,"A",1
"2891",976114,23,"A",1
"2892",205988,19,"B",1
"2893",990536,14,"A",1
"2894",353024,3,"B",1
"2895",288840,8,"A",1
"2900",943783,9,"B",1
"2901",544669,26,"A",1
"2904",710027,23,"B",1
"2907",192441,28,"A",1
"2909",584866,32,"A",1
"2910",398630,39,"B",1
"2912",459057,14,"B",1
"2914",588520,50,"B",1
"2916",499573,4,"B",1
"2919",292934,4,"A",1
"2922",765672,1,"B",1
"2925",985819,30,"A",1
"2929",478268,23,"A",1
"2932",971139,15,"B",1
"2933",882601,7,"A",1
"2934",142494,4,"B",1
"2937",233837,4,"A",1
"2939",351359,8,"A",1
"2940",499420,18,"B",1
"2942",854739,8,"B",1
"2943",377547,5,"A",1
"2945",934490,29,"A",1
"2946",913345,2,"B",1
"2947",162162,31,"A",1
"2953",671698,38,"A",1
"2954",376101,4,"B",1
"2956",525371,16,"B",1
"2957",703589,12,"A",1
"2958",340786,48,"B",1
"2960",902035,3,"B",1
"2961",149919,29,"A",1
"2962",749944,39,"B",1
"2966",803160,18,"B",1
"2967",749480,37,"A",1
"2968",167926,10,"B",1
"2970",934857,36,"B",1
"2971",247601,2,"A",1
"2972",643399,49,"B",1
"2974",168490,31,"B",1
"2975",945682,16,"A",1
"2985",962138,21,"A",1
"2986",827343,45,"B",1
"2988",191241,8,"B",1
"2989",733796,52,"A",1
"2990",999760,11,"B",1
"2991",463245,8,"A",1
"2996",951496,9,"B",1
"2997",550072,13,"A",1
"2999",420388,6,"A",1
"3000",404276,2,"B",1
"3001",945174,25,"A",1
"3003",593233,3,"A",1
"3004",266531,11,"B",1
"3006",126511,21,"B",1
"3007",758616,22,"A",1
"3009",520211,5,"A",1
"3015",144408,10,"A",1
"3017",514802,7,"A",1
"3018",854647,36,"B",1
"3023",890501,14,"A",1
"3024",539089,53,"B",1
"3026",181959,37,"B",1
"3027",945355,21,"A",1
"3028",888525,69,"B",1
"3030",597700,4,"B",1
"3031",508421,49,"A",1
"3032",320536,3,"B",1
"3033",201047,12,"A",1
"3035",465446,21,"A",1
"3036",681827,21,"B",1
"3037",435863,35,"A",1
"3038",225922,8,"B",1
"3041",336354,14,"A",1
"3044",655860,41,"B",1
"3045",516729,9,"A",1
"3047",310459,25,"A",1
"3048",402494,1,"B",1
"3050",650309,8,"B",1
"3053",665895,17,"A",1
"3055",474558,44,"A",1
"3057",830111,23,"A",1
"3058",239511,26,"B",1
"3059",867230,29,"A",1
"3060",858544,6,"B",1
"3061",539818,20,"A",1
"3063",652882,2,"A",1
"3064",329664,42,"B",1
"3065",872161,1,"A",1
"3069",245119,10,"A",1
"3070",988185,32,"B",1
"3071",195007,54,"A",1
"3075",429108,10,"A",1
"3076",134815,12,"B",1
"3077",724271,28,"A",1
"3078",811513,23,"B",1
"3079",369652,2,"A",1
"3083",930235,22,"A",1
"3093",559098,48,"A",1
"3095",254779,26,"A",1
"3097",965897,3,"A",1
"3099",565883,23,"A",1
"3100",683556,61,"B",1
"3101",768186,12,"A",1
"3102",675931,35,"B",1
"3108",356822,4,"B",1
"3109",732966,11,"A",1
"3111",171571,14,"A",1
"3112",695543,5,"B",1
"3113",441612,41,"A",1
"3121",448079,19,"A",1
"3123",919168,47,"A",1
"3126",465507,8,"B",1
"3128",997607,12,"B",1
"3130",469644,52,"B",1
"3132",579927,8,"B",1
"3134",898167,4,"B",1
"3135",698876,6,"A",1
"3140",224329,11,"B",1
"3142",259463,33,"B",1
"3144",207919,15,"B",1
"3145",568966,3,"A",1
"3146",515774,68,"B",1
"3148",636509,7,"B",1
"3149",851279,8,"A",1
"3150",407448,17,"B",1
"3152",974244,3,"B",1
"3153",555063,12,"A",1
"3154",659593,28,"B",1
"3155",872706,12,"A",1
"3159",926237,15,"A",1
"3161",500883,14,"A",1
"3162",379319,12,"B",1
"3163",341438,9,"A",1
"3170",376214,7,"B",1
"3171",300350,8,"A",1
"3172",823191,11,"B",1
"3174",283191,50,"B",1
"3176",921225,13,"B",1
"3177",931929,3,"A",1
"3178",204135,1,"B",1
"3179",853716,29,"A",1
"3180",423476,3,"B",1
"3184",453179,40,"B",1
"3186",321344,13,"B",1
"3188",841928,9,"B",1
"3190",918922,1,"B",1
"3193",339575,10,"A",1
"3194",877435,49,"B",1
"3196",354023,22,"B",1
"3197",744820,1,"A",1
"3201",594104,12,"A",1
"3202",497812,2,"B",1
"3203",136585,12,"A",1
"3205",944359,8,"A",1
"3206",720939,2,"B",1
"3211",898594,11,"A",1
"3212",920153,23,"B",1
"3214",729636,16,"B",1
"3222",355244,2,"B",1
"3223",190249,24,"A",1
"3224",949013,14,"B",1
"3225",227283,38,"A",1
"3227",616820,15,"A",1
"3228",802935,21,"B",1
"3229",870864,29,"A",1
"3233",320060,25,"A",1
"3234",412244,60,"B",1
"3235",420317,3,"A",1
"3236",670335,69,"B",1
"3238",136121,3,"B",1
"3243",131373,10,"A",1
"3247",671709,79,"A",1
"3248",659375,28,"B",1
"3250",815805,9,"B",1
"3252",539661,8,"B",1
"3256",956910,9,"B",1
"3257",941252,3,"A",1
"3258",979137,72,"B",1
"3260",442930,10,"B",1
"3261",248368,13,"A",1
"3262",138108,49,"B",1
"3264",909521,2,"B",1
"3265",624418,17,"A",1
"3267",761791,43,"A",1
"3275",668791,2,"A",1
"3277",622065,39,"A",1
"3280",199355,30,"B",1
"3286",645892,3,"B",1
"3289",173716,47,"A",1
"3290",907622,23,"B",1
"3291",139307,53,"A",1
"3292",563584,8,"B",1
"3296",669817,3,"B",1
"3301",561226,31,"A",1
"3305",139389,21,"A",1
"3307",161193,24,"A",1
"3310",611752,9,"B",1
"3311",214720,50,"A",1
"3313",537637,16,"A",1
"3315",459115,18,"A",1
"3316",754595,3,"B",1
"3317",297290,10,"A",1
"3318",646909,4,"B",1
"3320",211109,46,"B",1
"3322",415213,19,"B",1
"3323",948042,22,"A",1
"3324",351939,28,"B",1
"3325",177083,26,"A",1
"3327",187268,8,"A",1
"3337",944395,52,"A",1
"3338",339634,16,"B",1
"3341",492157,2,"A",1
"3348",893831,23,"B",1
"3351",131581,2,"A",1
"3352",937258,34,"B",1
"3355",146481,65,"A",1
"3359",404864,21,"A",1
"3360",316960,60,"B",1
"3364",401726,4,"B",1
"3365",498258,6,"A",1
"3366",265291,35,"B",1
"3368",377788,7,"B",1
"3369",998797,35,"A",1
"3371",959941,1,"A",1
"3373",262655,26,"A",1
"3377",965673,45,"A",1
"3381",826719,9,"A",1
"3386",509535,1,"B",1
"3387",400328,10,"A",1
"3389",382617,5,"A",1
"3390",815550,18,"B",1
"3391",779551,29,"A",1
"3392",554169,53,"B",1
"3393",924452,1,"A",1
"3394",924051,3,"B",1
"3396",148064,9,"B",1
"3402",384133,1,"B",1
"3403",252765,40,"A",1
"3407",477227,35,"A",1
"3411",494154,3,"A",1
"3413",696990,7,"A",1
"3414",786461,25,"B",1
"3416",847900,15,"B",1
"3417",495721,7,"A",1
"3419",985904,2,"A",1
"3420",910402,45,"B",1
"3425",640417,44,"A",1
"3426",421289,73,"B",1
"3427",707509,31,"A",1
"3429",166794,42,"A",1
"3430",214829,2,"B",1
"3433",953094,14,"A",1
"3439",774775,44,"A",1
"3440",602363,29,"B",1
"3446",769462,49,"B",1
"3447",493831,29,"A",1
"3448",337240,25,"B",1
"3451",936483,16,"A",1
"3453",808552,33,"A",1
"3455",532428,8,"A",1
"3457",173136,19,"A",1
"3458",300241,26,"B",1
"3460",358875,29,"B",1
"3461",753592,15,"A",1
"3462",590703,53,"B",1
"3468",385081,3,"B",1
"3470",556004,49,"B",1
"3471",366814,70,"A",1
"3473",981475,18,"A",1
"3475",224819,8,"A",1
"3480",844601,48,"B",1
"3481",539514,18,"A",1
"3482",338216,66,"B",1
"3485",520107,20,"A",1
"3486",489147,61,"B",1
"3488",865295,20,"B",1
"3490",765286,10,"B",1
"3493",166388,20,"A",1
"3497",283182,51,"A",1
"3500",778995,13,"B",1
"3501",264184,27,"A",1
"3503",679116,24,"A",1
"3509",667502,46,"A",1
"3511",714859,8,"A",1
"3513",170225,11,"A",1
"3514",573379,42,"B",1
"3521",721850,32,"A",1
"3525",161282,43,"A",1
"3528",259416,2,"B",1
"3529",467994,22,"A",1
"3530",504713,71,"B",1
"3534",984024,42,"B",1
"3535",414125,12,"A",1
"3538",138324,8,"B",1
"3540",315299,9,"B",1
"3542",351806,51,"B",1
"3543",268304,8,"A",1
"3544",998856,28,"B",1
"3545",568612,21,"A",1
"3548",432727,9,"B",1
"3549",917778,2,"A",1
"3550",535232,12,"B",1
"3552",195035,25,"B",1
"3555",836437,1,"A",1
"3557",955511,27,"A",1
"3560",935007,59,"B",1
"3564",926387,3,"B",1
"3566",958674,13,"B",1
"3567",345126,13,"A",1
"3568",152598,59,"B",1
"3570",582160,30,"B",1
"3572",939983,18,"B",1
"3574",699216,27,"B",1
"3575",594164,17,"A",1
"3576",667051,38,"B",1
"3578",864905,1,"B",1
"3580",319278,22,"B",1
"3581",276439,28,"A",1
"3583",430765,12,"A",1
"3584",774706,2,"B",1
"3585",727616,11,"A",1
"3587",787983,18,"A",1
"3588",493402,44,"B",1
"3591",727611,3,"A",1
"3592",817268,3,"B",1
"3597",410880,12,"A",1
"3599",761781,28,"A",1
"3602",506183,28,"B",1
"3605",880155,2,"A",1
"3606",455369,41,"B",1
"3609",697321,58,"A",1
"3611",869055,4,"A",1
"3614",344603,37,"B",1
"3616",616213,39,"B",1
"3618",407353,8,"B",1
"3619",629237,17,"A",1
"3622",610874,9,"B",1
"3623",631113,14,"A",1
"3624",716067,3,"B",1
"3626",721336,5,"B",1
"3628",838641,27,"B",1
"3630",237983,22,"B",1
"3633",744043,17,"A",1
"3635",742465,30,"A",1
"3640",611653,31,"B",1
"3645",205947,2,"A",1
"3646",903970,15,"B",1
"3653",652775,20,"A",1
"3655",994153,3,"A",1
"3657",710772,21,"A",1
"3660",559984,33,"B",1
"3661",373388,20,"A",1
"3665",948431,7,"A",1
"3666",413456,23,"B",1
"3668",747763,33,"B",1
"3669",550309,7,"A",1
"3671",826717,1,"A",1
"3672",243585,24,"B",1
"3674",933820,20,"B",1
"3675",567999,57,"A",1
"3676",865196,7,"B",1
"3678",537699,9,"B",1
"3680",966346,5,"B",1
"3681",922991,6,"A",1
"3682",749397,62,"B",1
"3683",815607,18,"A",1
"3684",501363,21,"B",1
"3686",584236,12,"B",1
"3687",435513,14,"A",1
"3688",498813,22,"B",1
"3689",417476,9,"A",1
"3690",806128,4,"B",1
"3692",238679,10,"B",1
"3693",726581,7,"A",1
"3694",994624,22,"B",1
"3695",740759,30,"A",1
"3697",370590,22,"A",1
"3698",397075,16,"B",1
"3699",499990,13,"A",1
"3703",276196,14,"A",1
"3704",161763,13,"B",1
"3705",212939,5,"A",1
"3706",350239,10,"B",1
"3707",242624,14,"A",1
"3708",286194,15,"B",1
"3710",372200,25,"B",1
"3712",909331,4,"B",1
"3715",146356,38,"A",1
"3716",414145,26,"B",1
"3718",973103,29,"B",1
"3719",965941,24,"A",1
"3720",780733,14,"B",1
"3723",450501,29,"A",1
"3725",710335,74,"A",1
"3727",437687,32,"A",1
"3731",898979,3,"A",1
"3737",208095,23,"A",1
"3738",309653,39,"B",1
"3739",364856,13,"A",1
"3740",827059,27,"B",1
"3741",405834,38,"A",1
"3743",950572,21,"A",1
"3745",411215,18,"A",1
"3748",606931,16,"B",1
"3749",800514,1,"A",1
"3750",467179,16,"B",1
"3753",125741,37,"A",1
"3757",203787,14,"A",1
"3759",561877,18,"A",1
"3760",745979,3,"B",1
"3761",656231,15,"A",1
"3766",854271,30,"B",1
"3767",826613,12,"A",1
"3770",318627,21,"B",1
"3771",770872,30,"A",1
"3772",580249,10,"B",1
"3773",882859,10,"A",1
"3775",154810,38,"A",1
"3779",500811,21,"A",1
"3780",142637,11,"B",1
"3782",316620,25,"B",1
"3783",553791,5,"A",1
"3784",244074,11,"B",1
"3786",424616,1,"B",1
"3787",306277,31,"A",1
"3788",395535,4,"B",1
"3792",989998,28,"B",1
"3793",880061,5,"A",1
"3797",816112,15,"A",1
"3799",431504,4,"A",1
"3805",824569,9,"A",1
"3807",793155,8,"A",1
"3808",651572,67,"B",1
"3809",811803,7,"A",1
"3811",838229,10,"A",1
"3812",195457,6,"B",1
"3814",156750,1,"B",1
"3815",757992,10,"A",1
"3818",824660,9,"B",1
"3824",750232,32,"B",1
"3828",865423,29,"B",1
"3830",415990,26,"B",1
"3832",416677,41,"B",1
"3833",782614,14,"A",1
"3834",142468,22,"B",1
"3835",219201,14,"A",1
"3836",743615,25,"B",1
"3837",816210,7,"A",1
"3838",280714,35,"B",1
"3840",915341,34,"B",1
"3841",724196,72,"A",1
"3843",535208,8,"A",1
"3844",151482,8,"B",1
"3847",371119,22,"A",1
"3848",932189,7,"B",1
"3852",958897,27,"B",1
"3853",386125,48,"A",1
"3854",754315,27,"B",1
"3856",759833,3,"B",1
"3858",736201,2,"B",1
"3860",927164,26,"B",1
"3862",724033,48,"B",1
"3863",254571,8,"A",1
"3864",990666,8,"B",1
"3866",993602,43,"B",1
"3869",230956,7,"A",1
"3870",508327,41,"B",1
"3871",727914,30,"A",1
"3872",865241,8,"B",1
"3874",941160,53,"B",1
"3876",956356,13,"B",1
"3878",232589,11,"B",1
"3884",477455,32,"B",1
"3886",726835,31,"B",1
"3887",489074,1,"A",1
"3889",187008,25,"A",1
"3890",931637,57,"B",1
"3891",205838,13,"A",1
"3892",667224,23,"B",1
"3893",981560,28,"A",1
"3899",390103,2,"A",1
"3902",876105,25,"B",1
"3903",941828,11,"A",1
"3904",349942,1,"B",1
"3908",700070,6,"B",1
"3912",829574,10,"B",1
"3914",755846,7,"B",1
"3915",252139,21,"A",1
"3916",807621,14,"B",1
"3917",767222,8,"A",1
"3918",551442,20,"B",1
"3921",241531,52,"A",1
"3923",146538,5,"A",1
"3925",596711,44,"A",1
"3929",168546,1,"A",1
"3930",756918,18,"B",1
"3932",774634,33,"B",1
"3933",444921,24,"A",1
"3935",782843,20,"A",1
"3936",439050,1,"B",1
"3941",318271,10,"A",1
"3945",276078,2,"A",1
"3947",317671,20,"A",1
"3948",674998,1,"B",1
"3952",744854,2,"B",1
"3956",195345,4,"B",1
"3957",837563,4,"A",1
"3959",320614,28,"A",1
"3960",557222,7,"B",1
"3961",735690,35,"A",1
"3962",317540,24,"B",1
"3963",483486,20,"A",1
"3966",684951,5,"B",1
"3967",757893,5,"A",1
"3973",981718,24,"A",1
"3974",368693,12,"B",1
"3979",493300,49,"A",1
"3980",987201,21,"B",1
"3983",774603,4,"A",1
"3985",196373,21,"A",1
"3986",948534,29,"B",1
"3987",380612,22,"A",1
"3988",692244,14,"B",1
"3989",926187,2,"A",1
"3991",377094,2,"A",1
"3992",319681,33,"B",1
"3993",358997,19,"A",1
"3997",607393,1,"A",1
"3998",703458,1,"B",1
"4000",316812,21,"B",1
"4002",856496,34,"B",1
"4007",595692,19,"A",1
"4008",992053,28,"B",1
"4009",289700,2,"A",1
"4011",950178,8,"A",1
"4012",239915,32,"B",1
"4013",919890,3,"A",1
"4014",127554,49,"B",1
"4018",442281,48,"B",1
"4019",392969,7,"A",1
"4021",241725,52,"A",1
"4022",412401,33,"B",1
"4024",961158,43,"B",1
